Map Colour,Hexidecimal ID,Province Name,Province Owner,Region
,692,,Bavaria,Swabia
,693,,Bavaria,Swabia
,694,,Bavaria,Swabia
,695,Kaufbeuren,Kaufbeuren,Swabia
,696,Irsee,Irsee,Swabia
,697,Mindelheim,Mindelheim,Swabia
,698,Ottobeuren,Kempten,Swabia
,699,Obergünzburg,Kempten,Swabia
,69A,Wald,Kempten,Swabia
,69B,Buchenburg,Kempten,Swabia
,69C,,Monfort,Swabia
,69D,,Isny im Allgäu,Swabia
,69E,,St George in Isny,Swabia
,69F,,Austria,Swabia
,6A0,,Waldburg-Sonneberg,Swabia
,6A1,,Wangen,Swabia
,6A2,,Austria,Swabia
,6A3,,Lindau,Swabia
,6A4,,Lindau (C),Swabia
,6A5,,Austria,Swabia
,6A6,,Weißenau,Swabia
,6A7,,Ravensburg,Swabia
,6A8,,Weingarten,Swabia
,6A9,,Austria,Swabia
,6AA,,Schussenried,Swabia
,6AB,,Baindt,Swabia
,6AC,,Waldburg-Sonneberg,Swabia
,6AD,,Waldburg-Trauchburg,Swabia
,6AE,,Memmingen,Swabia
,6AF,,Rot an der Rot,Swabia
,6B0,,Ochsenhausen,Swabia
,6B1,,Königsegg,Swabia
,6B2,,Austria,Swabia
,6B3,,Buchhorn,Swabia
,6B4,,Constance,Swabia
,6B5,,Monfort,Swabia
,6B6,,Überlingen,Swabia
,6B7,,Salem,Swabia
,6B8,,Austria,Swabia
,6B9,,Pfullendorf,Swabia
,6BA,,Waldburg-Sonneberg,Swabia
,6BB,,Buchau (C),Swabia
,6BC,,Buchau,Swabia
,6BD,,Biberach an der Riß,Swabia
,6BE,,Gutenzell,Swabia
,6BF,,Heggbach,Swabia
,6C0,,Austria,Swabia
,6C1,,Austria,Swabia
,6C2,,Ursberg,Swabia
,6C3,,Austria,Swabia
,6C4,,Austria,Swabia
,6C5,,Austria,Swabia
,6C6,,Wettenhausen,Swabia
,6C7,,Roggenburg,Swabia
,6C8,,Austria,Swabia
,6C9,Ulm,Ulm,Swabia
,6CA,,Söflingen,Swabia
,6CB,,Elchingen,Swabia
,6CC,,Ulm,Swabia
,6CD,,Austria,Swabia
,6CE,,Marchtal,Swabia
,6CF,,Zwiefalten,Swabia
,6D0,,Austria,Swabia
,6D1,,Justingen,Swabia
,6D2,,Ulm,Swabia
,6D3,,Ulm,Swabia
,6D4,,Helfenstein,Swabia
,6D5,,Württemberg,Swabia
,6D6,,Württemberg,Swabia
,6D7,,Rechberg and Rothenlöwen,Swabia
,6D8,,Württemberg,Swabia
,6D9,,Württemberg,Swabia
,6DA,,Palatinate,Swabia
,6DB,,Giengen,Swabia
,6DC,,Württemberg,Swabia
,6DD,,Oettingen,Swabia
,6DE,,Württemberg,Swabia
,6DF,,Gmünd,Swabia
,6E0,,Ellwangen,Swabia
,6E1,,Aalen,Swabia
,6E2,,Oettingen,Swabia
,6E3,,Nördlingen,Swabia
,6E4,,Oettingen,Swabia
,6E5,,Bopfingen,Swabia
,6E6,,Oettingen,Swabia
,6E7,,Ellwangen,Swabia
,6E8,,Thannhausen,Swabia
,6E9,,Limpurg,Swabia
,6EA,,Württemberg,Swabia
,6EB,,Hall,Swabia
,6EC,,Hall,Swabia
,6ED,,Hall,Swabia
,6EE,,Württemberg,Swabia
,6EF,,Eßlingen,Swabia
,6F0,,Württemberg,Swabia
,6F1,,Württemberg,Swabia
,6F2,,Reutlingen,Swabia
,6F3,,Württemberg,Swabia
,6F4,,Fürstenberg-Baar,Swabia
,6F5,,Austria,Swabia
,6F6,,Zollern,Swabia
,6F7,,Teutonic Knights,Swabia
,6F8,,Meßkirch,Swabia
,6F9,,Austria,Swabia
,6FA,,Constance,Swabia
,6FB,Constance,Constance (C),Swabia
,6FC,,Petershausen,Swabia
,6FD,,Constance,Swabia
,6FE,,Höwen,Swabia
,6FF,,Hohenhöwen,Swabia
,700,,Teutonic Knights,Swabia
,701,,Hausen,Swabia
,702,,Austria,Swabia
,703,,Constance,Swabia
,704,,Rottenmünster,Swabia
,705,,Rottweil,Swabia
,706,,Austria,Swabia
,707,,Teutonic Knights,Swabia
,708,,Austria,Swabia
,709,,Baden-Baden,Swabia
,70A,,Baden-Durlach,Swabia
,70B,,Weil,Swabia
,70C,,Baden-Baden,Swabia
,70D,,Teutonic Knights,Swabia
,70E,,Teutonic Knights,Swabia
,70F,,Baden-Baden,Swabia
,710,,Fürstenberg-Baar,Swabia
,711,,Austria,Swabia
,712,,Austria,Swabia
,713,,Teutonic Knights,Swabia
,714,,Fürstenberg-Baar,Swabia
,715,,Austria,Swabia
,716,,Fürstenberg-Baar,Swabia
,717,,Klettgau,Swabia
,718,,Austria,Swabia
,719,,Lupfen,Swabia
,71A,,Fürstenberg-Baar,Swabia
,71B,,Austria,Swabia
,71C,,Austria,Swabia
,71D,,Austria,Swabia
,71E,,Baden-Sausenberg,Swabia
,71F,,Baden-Sausenberg,Swabia
,720,,Basel,Swabia
,721,,Baden-Sausenberg,Swabia
,722,,Knights Hospitaller,Swabia
,723,,Austria,Swabia
,724,,Baden-Durlach,Swabia
,725,,Austria,Swabia
,726,,Strasbourg,Swabia
,727,,Gengenbach,Swabia
,728,,Gengenbach (C),Swabia
,729,,Zell am Harmersbach,Swabia
,72A,,Gundelfingen,Swabia
,72B,,Strasbourg,Swabia
,72C,,Offenburg,Swabia
,72D,,Hohengeroldseck,Swabia
,72E,,Gundelfingen,Swabia
,72F,,Gundelfingen,Swabia
,730,,Gundelfingen,Swabia
,731,,Baden-Baden,Swabia
,732,,Baden-Baden,Swabia
,733,,Eberstein,Swabia
,734,,Baden-Durlach,Swabia
,735,,Baden-Durlach,Swabia
,736,,Baden-Durlach,Swabia
,737,,Palatinate,Swabia
,738,,Württemberg,Swabia
,739,,Austria,Lotharingia
,73A,,Mulhouse,Lotharingia
,73B,,Austria,Lotharingia
,73C,,Austria,Lotharingia
,73D,,Austria,Lotharingia
,73E,,Rappoltstein,Swabia
,73F,,Baden-Durlach,Swabia
,740,,Murbach,Lotharingia
,741,,Strasbourg,Lotharingia
,742,,Rappoltstein,Lotharingia
,743,,Münster (FC),Lotharingia
,744,,Colmar,Lotharingia
,745,,Turckheim,Lotharingia
,746,,Rappoltstein,Lotharingia
,747,,Kayserberg,Lotharingia
,748,,Rappoltstein,Lotharingia
,749,,Sélestat,Lotharingia
,74A,,Strasbourg,Lotharingia
,74B,,Hanau-Lichtenberg,Lotharingia
,74C,,Obernai,Lotharingia
,74D,,Strasbourg,Lotharingia
,74E,,Rosheim,Lotharingia
,74F,Strasbourg,Strasbourg (C),Lotharingia
,750,,Hanau-Lichtenberg,Swabia
,751,,Strasbourg,Lotharingia
,752,,Hanau-Lichtenberg,Lotharingia
,753,,Austria,Lotharingia
,754,,Haguenau,Lotharingia
,755,,Hanau-Lichtenberg,Lotharingia
,756,,Daun-Falkenstein,Upper Rhineland
,757,,Palatinate,Upper Rhineland
,758,,Speyer (B),Upper Rhineland
,759,,Wissembourg (P),Upper Rhineland
,75A,,Daun-Falkenstein,Upper Rhineland
,75B,,Wissembourg (C),Upper Rhineland
,75C,,Palatinate,Upper Rhineland
,75D,,Speyer (B),Upper Rhineland
,75E,Speyer,Speyer (C),Upper Rhineland
,75F,,Speyer (B),Upper Rhineland
,760,,Palatinate,Upper Rhineland
,761,,Landau,Upper Rhineland
,762,,Palatinate-Zweibrücken,Upper Rhineland
,763,,Sponheim,Upper Rhineland
,764,Saargemünd,Lorraine,Lotharingia
,765,,Hanau-Lichtenberg,Lotharingia
,766,,Palatinate,Lotharingia
,767,Saarwerden,Moers,Lotharingia
,768,Saarburg,Lorraine,Lotharingia
,769,,Hanau-Lichtenberg,Lotharingia
,76A,,Leiningen-Westerburg,Lotharingia
,76B,,Metz (B),Lotharingia
,76C,Salm,Wild- and Rhinegraviate of Salm-Dhaun,Lotharingia
,76D,Saint-Dié-des-Vosges,Lorraine,Lotharingia
,76E,Lunéville,Lorraine,Lotharingia
,76F,Baccarat,Metz (B),Lotharingia
,770,Southern Vosges,Lorraine,Lotharingia
,771,Arches,Lorraine,Lotharingia
,772,Mirecourt,Lorraine,Lotharingia
,773,Châtenois,Lorraine,Lotharingia
,774,Vaudémont,Lorraine,Lotharingia
,775,Blénod-lès-Toul,Lorraine,Lotharingia
,776,Toul,Lorraine,Lotharingia
,777,Nancy,Lorraine,Lotharingia
,778,Liverdun,Lorraine,Lotharingia
,779,Commercy,Bar,Lotharingia
,77A,Pont-à-Mousson,Bar,Lotharingia
,77B,Forêt royale de Voivre,Bar,Lotharingia
,77C,,Verdun,Lotharingia
,77D,Verdun,Verdun (C),Lotharingia
,77E,,Verdun,Lotharingia
,77F,Clermont,Bar,Lotharingia
,780,,Bar,Lotharingia
,781,Luxemburg,Austria,Lotharingia
,782,Metz,Metz (C),Lotharingia
,783,,Metz (C),Lotharingia
,784,Püttlingen,Lorraine,Lotharingia
,785,Saarbrücken,Nassau-Saarbrücken,Lotharingia
,786,Vaudrevange,Lorraine,Lotharingia
,787,Lebach,Trier,Lotharingia
,788,,Palatinate-Zweibrücken,Lotharingia
,789,,Palatinate-Zweibrücken,Lotharingia
,78A,,Daun-Falkenstein,Upper Rhineland
,78B,,Palatinate,Upper Rhineland
,78C,Grumbach,Wild- and Rhinegraviate of Salm-Dhaun,Upper Rhineland
,78D,,Palatinate-Zweibrücken,Upper Rhineland
,78E,,Palatinate,Upper Rhineland
,78F,,Reipoltskirchen,Upper Rhineland
,790,,Nassau-Wiesbaden-Idstein,Upper Rhineland
,791,Dagsburg,Leiningen-Westerburg,Upper Rhineland
,792,,Palatinate,Upper Rhineland
,793,,Worms,Upper Rhineland
,794,Worms,Worms (C),Upper Rhineland
,795,,Palatinate,Upper Rhineland
,796,,Mainz,Upper Rhineland
,797,Heidelberg,Palatinate,Upper Rhineland
,798,,Palatinate,Upper Rhineland
,799,,Palatinate,Upper Rhineland
,79A,,Heilbronn,Swabia
,79B,,Wimpfen,Swabia
,79C,,Mainz,Franconia
,79D,,Palatinate,Upper Rhineland
,79E,,Mainz,Franconia
,79F,,Mainz,Franconia
,7A0,Meistertum Mergentheim,Teutonic Knights,Franconia
,7A1,,Löwenstein,Franconia
,7A2,,Löwenstein,Franconia
,7A3,,Löwenstein,Franconia
,7A4,,Mainz,Franconia
,7A5,,Erbach,Franconia
,7A6,,Erbach,Franconia
,7A7,,Mainz,Franconia
,7A8,,Hanau-Münzenberg,Upper Rhineland
,7A9,,Hanau-Münzenberg,Upper Rhineland
,7AA,,Hanau-Münzenberg,Upper Rhineland
,7AB,Frankfurt,Frankfurt,Upper Rhineland
,7AC,,Isenburg (C),Upper Rhineland
,7AD,,Hesse,Upper Rhineland
,7AE,,Hesse,Upper Rhineland
,7AF,,Palatinate,Upper Rhineland
,7B0,,Hesse,Upper Rhineland
,7B1,Mainz,Mainz,Upper Rhineland
,7B2,Königstein,Königstein,Upper Rhineland
,7B3,Simmern,Palatinate-Simmern,Upper Rhineland
,7B4,Kreuznach,Sponheim,Upper Rhineland
,7B5,Elbingerode,Schwarzburg-Blankenburg,Thuringia
,7B6,,Palatinate-Simmern,Upper Rhineland
,7B7,,Wild- and Rhinegraviate of Salm-Kyrburg,Lotharingia
,7B8,Birkenfeld,Sponheim,Lotharingia
,7B9,,Daun-Falkenstein,Lotharingia
,7BA,Veldenz,Palatinate-Simmern,Lotharingia
,7BB,Welschbilig-Bernkastel,Trier,Lotharingia
,7BC,Trier,Trier,Lotharingia
,7BD,,Echternach,Lotharingia
,7BE,Schönburg,Trier,Lotharingia
,7BF,Cochem,Trier,Upper Rhineland
,7C0,Kirchheim,Sponheim,Upper Rhineland
,7C1,Coblenz,Trier,Upper Rhineland
,7C2,Bingen,Mainz,Upper Rhineland
,7C3,Katzenelnbogen,Nassau-Dillenburg,Upper Rhineland
,7C4,Nassau,Nassau-Wiesbaden-Idstein,Upper Rhineland
,7C5,Wiesbaden-Idstein,Nassau-Wiesbaden-Idstein,Upper Rhineland
,7C6,Limburg,Trier,Upper Rhineland
,7C7,Cronberg,Wied,Upper Rhineland
,7C8,Friedberg,Friedberg,Upper Rhineland
,7C9,Wetterau,Wetterau,Upper Rhineland
,7CA,Münzenberg,Hanau-Münzenberg,Upper Rhineland
,7CB,Weilburg,Nassau-Weilburg,Upper Rhineland
,7CC,Westerburg,Nassau-Weilburg,Lower Rhineland
,7CD,Solms-Braunfels,Solms-Braunfels,Upper Rhineland
,7CE,Wetzlar,Wetzlar,Upper Rhineland
,7CF,Hüttenberg,Nassau-Weilburg,Upper Rhineland
,7D0,Dillenburg,Nassau-Dillenburg,Lower Rhineland
,7D1,Siegen,Nassau-Dillenburg,Lower Rhineland
,7D2,Altenkirchen,Sayn-Sayn,Lower Rhineland
,7D3,Wildenburg,Wildenburg,Lower Rhineland
,7D4,Wied,Wied,Lower Rhineland
,7D5,Isenburg,Isenburg (P),Lower Rhineland
,7D6,Sayn,Sayn-Sayn,Upper Rhineland
,7D7,,Trier,Lower Rhineland
,7D8,Virneburg,Virneburg,Lower Rhineland
,7D9,Manderscheid,Manderscheid-Blankenheim,Lower Rhineland
,7DA,Kyllburg,Trier,Lower Rhineland
,7DB,Prüm,Prüm,Lower Rhineland
,7DC,Blankenheim,Manderscheid-Blankenheim,Lower Rhineland
,7DD,Arenberg,Arenberg,Lower Rhineland
,7DE,Andernach,Cologne,Lower Rhineland
,7DF,Vianden,Nassau-Dillenburg,Lotharingia
,7E0,,Austria,Lotharingia
,7E1,,Austria,Lotharingia
,7E2,,Austria,Lotharingia
,7E3,Arel,Austria,Lotharingia
,7E4,Chiny,Austria,Lotharingia
,7E5,,Austria,Lotharingia
,7E6,,Austria,Lotharingia
,7E7,Bouillon,Sedan,Lotharingia
,7E8,La Roche,Austria,Lotharingia
,7E9,,Liège,Lotharingia
,7EA,Dinant,Liège,Flanders
,7EB,Stavelot,Stavelot-Malmedy,Lotharingia
,7EC,,Liège,Flanders
,7ED,Avesnes ,Austria,Flanders
,7EE,,Liège,Flanders
,7EF,,Austria,Flanders
,7F0,,Austria,Flanders
,7F1,,Austria,Flanders
,7F2,Cambrai,Cambrai,Flanders
,7F3,Valenciennes,Austria,Flanders
,7F4,Arras,Austria,Flanders
,7F5,,Austria,Flanders
,7F6,,Austria,Flanders
,7F7,Sint Omaars,Austria,Flanders
,7F8,Duinkerken,Austria,Flanders
,7F9,Ypres,Austria,Flanders
,7FA,Lille,Austria,Flanders
,7FB,Tournai,France,Flanders
,7FC,Bergen,Austria,Flanders
,7FD,Kortrijk,Austria,Flanders
,7FE,,Austria,Flanders
,7FF,Nieuwpoort,Austria,Flanders
,800,Bruges,Austria,Flanders
,801,Ghent,Austria,Flanders
,802,Aalst,Austria,Flanders
,803,Brugelette,Austria,Flanders
,804,Wavre,Austria,Flanders
,805,Leuven,Austria,Flanders
,806,Brussels,Austria,Flanders
,807,Vilvoorde,Austria,Flanders
,808,Terneuzen,Austria,Flanders
,809,Antwerp,Austria,Flanders
,80A,Mechelen,Austria,Flanders
,80B,Tienen,Austria,Flanders
,80C,Aarschot,Aarschot,Flanders
,80D,Diest,Austria,Flanders
,80E,Namen,Austria,Flanders
,80F,Liège,Liège,Flanders
,810,Redemptiedorpen,Redemptiedorpen,Flanders
,811,Gronsveld,Gronsveld,Flanders
,812,Limburg,Austria,Flanders
,813,Wittem,Wittem,Netherlands
,814,Aachen,Aachen,Lower Rhineland
,815,Kornelimünster,Kornelimünster,Lower Rhineland
,816,Valkenburg,Austria,Flanders
,817,Maastricht,Liège,Flanders
,818,Lummen,Nassau-Dillenburg,Flanders
,819,Herentals,Austria,Flanders
,81A,Turnhout,Austria,Flanders
,81B,Putte,Austria,Flanders
,81C,Bergen op Zoom,Austria,Netherlands
,81D,Essen (Netherlands),Culemborg,Flanders
,81E,Steenbergen,Austria,Netherlands
,81F,Zevenbergen,Austria,Netherlands
,820,Breda,Austria,Netherlands
,821,Zeeland,Austria,Netherlands
,822,Eindhoven,Austria,Netherlands
,823,Sittard,Jülich-Berg,Lower Rhineland
,824,Roermond,Austria,Lower Rhineland
,825,Thorn,Thorn,Lower Rhineland
,826,Kessenich,Kessenich,Lower Rhineland
,827,Horn,Horn,Lower Rhineland
,828,Helmond,Austria,Netherlands
,829,Geldern,Austria,Lower Rhineland
,82A,Overloon,Austria,Lower Rhineland
,82B,Gemert,Ravenstein,Netherlands
,82C,Nijmegen,Austria,Netherlands
,82D,Ravenstein,Ravenstein,Netherlands
,82E,Den Bosch,Austria,Netherlands
,82F,Dordrecht,Austria,Netherlands
,830,Rotterdam,Austria,Netherlands
,831,Delft ,Austria,Netherlands
,832,The Hague,Austria,Netherlands
,833,Haarlem,Austria,Netherlands
,834,Amsterdam,Austria,Netherlands
,835,Alkmaar,Egmont,Netherlands
,836,Hoorn,Egmont,Netherlands
,837,Woerden,Utrecht,Netherlands
,838,Schoonhoven,Egmont,Netherlands
,839,Zuid-Polsbroek,Zuid-Polsbroek,Netherlands
,83A,Tiel,Austria,Netherlands
,83B,Culemborg,Culemborg,Netherlands
,83C,Wijk Bij Duurstede,Egmont,Netherlands
,83D,Utrecht,Utrecht,Netherlands
,83E,Arnhem,Austria,Netherlands
,83F,Anholt,den Bergh,Netherlands
,840,Elten,Elten,Netherlands
,841,Didam,Cleves,Netherlands
,842,Zutphen,Austria,Netherlands
,843,Ede,Austria,Netherlands
,844,Harderwijk,Austria,Netherlands
,845,Elburg,Austria,Netherlands
,846,Vreden,Austria,Netherlands
,847,Deventer,Utrecht,Netherlands
,848,Campen,Utrecht,Netherlands
,849,Emmen,Utrecht,Netherlands
,84A,Enschede,Utrecht,Netherlands
,84B,Coevorden,Utrecht,Netherlands
,84C,Assen,Utrecht,Frisia
,84D,The Walden,Austria,Frisia
,84E,Sneek,Austria,Frisia
,84F,Leeuwarden,Austria,Frisia
,850,Grijpskerk,Groningen,Frisia
,851,Groningen,Groningen,Frisia
,852,Eemshaven,Groningen,Frisia
,853,Texel,Egmont,Netherlands
,854,Terschelling,Austria,Frisia
,855,Ameland,Ameland,Frisia
,856,Schiermonnikoog,Austria,Frisia
,857,Borkum,East Frisia,Frisia
,858,Juist,East Frisia,Frisia
,859,Norderney and Baltrum,East Frisia,Frisia
,85A,"Langeoog, Spiekeroog and Wangerooge",East Frisia,Frisia
,85B,Rheiderland,East Frisia,Frisia
,85C,Mosaleskas,Muscovy,Oka
,85D,Papenburg,Münster,Westphalia
,85E,Meppen,Münster,Westphalia
,85F,Cloppenburg,Münster,Westphalia
,860,Fominichi,Lithuania,Oka
,861,Haselüne,Münster,Westphalia
,862,Weener,East Frisia,Frisia
,863,Moormerland,East Frisia,Frisia
,864,Emden,East Frisia,Frisia
,865,Norden,East Frisia,Frisia
,866,Harlingerland,East Frisia,Frisia
,867,Aurich,East Frisia,Frisia
,868,Jever,Jever,Frisia
,869,Lengenerland,East Frisia,Frisia
,86A,Apen,Oldenburg,Westphalia
,86B,Varel,Oldenburg,Westphalia
,86C,Oldenburg,Oldenburg,Westphalia
,86D,Wildeshausen,Münster,Westphalia
,86E,Delmenhorst,Münster,Westphalia
,86F,Brake,Oldenburg,Westphalia
,870,Butjadingen,Oldenburg,Westphalia
,871,Bremen,Bremen (C),Lower Saxony
,872,Blumenthal,Bremen (C),Lower Saxony
,873,Visselhövede,Verden,Lower Saxony
,874,Achim,Bremen,Lower Saxony
,875,Haßleben,Schwarzburg-Sondershausen,Thuringia
,876,Osterholz,Bremen,Lower Saxony
,877,Verden,Verden (C),Lower Saxony
,878,Ottersberg,Bremen,Lower Saxony
,879,Scharmbeck,Bremen,Lower Saxony
,87A,Beverstedt,Bremen,Lower Saxony
,87B,Geestemünde,Bremen,Lower Saxony
,87C,Lehe,Bremen (C),Lower Saxony
,87D,Wursten,Wursten,Lower Saxony
,87E,Ritzebüttel,Hamburg,Lower Saxony
,87F,Neuenwalde,Bremen,Lower Saxony
,880,Hadeln,Hadeln,Lower Saxony
,881,Land Kehdingen,Bremen,Lower Saxony
,882,Freiburg,Bremen,Lower Saxony
,883,Bremervörde,Bremen,Lower Saxony
,884,Stade,Bremen,Lower Saxony
,885,Buxtehude,Bremen,Lower Saxony
,886,Attendorn,Cologne,Westphalia
,887,Wittgenstein,Sayn-Wittgenstein,Hessen
,888,,Cologne,Westphalia
,889,Arnsberg,Cologne,Westphalia
,88A,Soest,Soest,Westphalia
,88B,Hamm,Cleves,Westphalia
,88C,Dortmund,Dortmund,Westphalia
,88D,Iserlohn,Cleves,Westphalia
,88E,Bochum,Cleves,Westphalia
,88F,Lüdenscheid,Cleves,Westphalia
,890,Homburg,Sayn-Wittgenstein,Lower Rhineland
,891,Homburg,Jülich-Berg,Lower Rhineland
,892,Bergisch Gladbach,Jülich-Berg,Lower Rhineland
,893,Sinzig,Jülich-Berg,Lower Rhineland
,894,Bonn,Cologne,Lower Rhineland
,895,Steinvelt,Cologne,Lower Rhineland
,896,Molbach,Jülich-Berg,Lower Rhineland
,897,Jülich,Jülich-Berg,Lower Rhineland
,898,Bergheim,Jülich-Berg,Lower Rhineland
,899,Cologne,Cologne (C),Lower Rhineland
,89A,Deutz,Cologne,Lower Rhineland
,89B,Elberfeld,Jülich-Berg,Lower Rhineland
,89C,Düsseldorf,Jülich-Berg,Lower Rhineland
,89D,Neuss,Cologne,Lower Rhineland
,89E,Myllendonk,Myllendonk,Lower Rhineland
,89F,Wickrath,Wickrath,Lower Rhineland
,8A0,Mönchengladbach,Jülich-Berg,Lower Rhineland
,8A1,Moers,Moers,Lower Rhineland
,8A2,Cleves,Cleves,Lower Rhineland
,8A3,Xanten,Cleves,Lower Rhineland
,8A4,Rheinberg,Cologne,Lower Rhineland
,8A5,Duisburg,Cleves,Lower Rhineland
,8A6,Wesel,Wesel,Lower Rhineland
,8A7,Essen,Essen (C),Westphalia
,8A8,Werden,Werden,Westphalia
,8A9,Essen Abbey,Essen,Westphalia
,8AA,Recklinghausen,Cologne,Westphalia
,8AB,Borken,Münster,Westphalia
,8AC,Kerpen,Kerpen,Lower Rhineland
,8AD,Lüdinghausen,Münster,Westphalia
,8AE,Coesfeld,Münster,Westphalia
,8AF,Gemen,Holstein-Pinneberg-Schaumburg-Gemen,Westphalia
,8B0,Ahaus,Münster,Westphalia
,8B1,Bentheim,Bentheim,Westphalia
,8B2,Neuenhaus,Bentheim,Westphalia
,8B3,Lingen,Lingen,Westphalia
,8B4,Pogosmische,Lithuania,Oka
,8B5,Rheine,Münster,Westphalia
,8B6,Steinfurt,Bentheim-Steinfurt,Westphalia
,8B7,Volkonskas,Muscovy,Mstislavlis
,8B8,,Muscovy,Černigovas
,8B9,Münster,Münster,Westphalia
,8BA,Telgte,Münster,Westphalia
,8BB,Tecklenburg,Tecklenburg,Westphalia
,8BC,Ibbenbüren,Lingen,Westphalia
,8BD,Fürstenau,Tecklenburg,Westphalia
,8BE,Quakenbrück,Osnabrück,Westphalia
,8BF,,Münster,Westphalia
,8C0,,Osnabrück,Westphalia
,8C1,Diepholz,Diepholz,Westphalia
,8C2,Osnabrück,Osnabrück,Westphalia
,8C3,Bielefeld,Jülich-Berg,Westphalia
,8C4,Herford Abbey,Herford (B),Westphalia
,8C5,Herford,Herford (C),Westphalia
,8C6,Beckum,Münster,Westphalia
,8C7,Rheda,Tecklenburg,Westphalia
,8C8,Wiedenbrück,Osnabrück,Westphalia
,8C9,Rietberg,Rietberg,Westphalia
,8CA,,Paderborn,Westphalia
,8CB,Detmold,Lippe,Westphalia
,8CC,Gronau,Bentheim-Steinfurt,Westphalia
,8CD,Lemgo,Lippe,Westphalia
,8CE,Salzuflen,Jülich-Berg,Westphalia
,8CF,Hameln,Brunswick-Calenberg,Lower Saxony
,8D0,Schaumburg,Holstein-Pinneberg-Schaumburg-Gemen,Westphalia
,8D1,Minden,Minden,Westphalia
,8D2,Lübbecke,Minden,Westphalia
,8D3,Nienburg,Hoya,Westphalia
,8D4,Barenburg,Hoya,Westphalia
,8D5,Hoya,Hoya,Westphalia
,8D6,Wölpe,Brunswick-Calenberg,Lower Saxony
,8D7,Hannover,Brunswick-Calenberg,Lower Saxony
,8D8,Hallermund,Brunswick-Calenberg,Lower Saxony
,8D9,Walsrode,Brunswick-Lüneburg,Lower Saxony
,8DA,Rotenberg,Verden,Lower Saxony
,8DB,Fallingbostel,Brunswick-Lüneburg,Lower Saxony
,8DC,Pattensen,Brunswick-Lüneburg,Lower Saxony
,8DD,Alteburg,Brunswick-Lüneburg,Lower Saxony
,8DE,Lüneburg,Brunswick-Lüneburg,Lower Saxony
,8DF,Soltau,Brunswick-Lüneburg,Lower Saxony
,8E0,Ülzen,Brunswick-Lüneburg,Lower Saxony
,8E1,Warenholt,Brunswick-Lüneburg,Lower Saxony
,8E2,Klötze,Brunswick-Lüneburg,Lower Saxony
,8E3,Meinersen,Brunswick-Lüneburg,Lower Saxony
,8E4,Celle,Brunswick-Lüneburg,Lower Saxony
,8E5,Gifhorn,Brunswick-Lüneburg,Lower Saxony
,8E6,Weinhusen,Brunswick-Lüneburg,Lower Saxony
,8E7,Oebisfelde,Brunswick-Wolfenbüttel,Lower Saxony
,8E8,Kalvörde,Brunswick-Wolfenbüttel,Lower Saxony
,8E9,Helmstedt,Brunswick-Wolfenbüttel,Lower Saxony
,8EA,Braunschweig,Brunswick-Wolfenbüttel,Lower Saxony
,8EB,Sehnde,Hildesheim,Lower Saxony
,8EC,Bissendorp,Brunswick-Lüneburg,Lower Saxony
,8ED,Peine,Hildesheim,Lower Saxony
,8EE,Wolfenbüttel,Brunswick-Wolfenbüttel,Lower Saxony
,8EF,Salzgitter,Hildesheim,Lower Saxony
,8F0,Goslar,Goslar,Lower Saxony
,8F1,Seesen,Brunswick-Wolfenbüttel,Lower Saxony
,8F2,Hildesheim,Hildesheim,Lower Saxony
,8F3,Alfeld,Hildesheim,Lower Saxony
,8F4,Greene,Brunswick-Wolfenbüttel,Lower Saxony
,8F5,Dassel,Hildesheim,Lower Saxony
,8F6,Gandersheim ,Gandersheim,Lower Saxony
,8F7,Einbeck,Brunswick-Grubenhagen-Heldenberg,Lower Saxony
,8F8,Pyrmont,Pyrmont,Westphalia
,8F9,Göttingen,Brunswick-Calenberg,Hessen
,8FA,Northeim,Brunswick-Calenberg,Lower Saxony
,8FB,Höxter,Corvey,Westphalia
,8FC,,Muscovy,Černigovas
,8FD,Aerzen,Hildesheim,Lower Saxony
,8FE,Brakel,Brakel,Westphalia
,8FF,Driburg,Paderborn,Westphalia
,900,Paderborn,Paderborn,Westphalia
,901,Geseke,Cologne,Westphalia
,902,Meschede,Cologne,Westphalia
,903,Volkmarsen,Cologne,Hessen
,904,Brilon,Cologne,Westphalia
,905,Warburg,Paderborn,Westphalia
,906,Naumburg,Mainz,Hessen
,907,Eisenberg,Waldeck-Eisenberg,Hessen
,908,,Lithuania,Mstislavlis
,909,Fritzlar,Mainz,Hessen
,90A,,Hesse,Hessen
,90B,Hofgeismar,Hesse,Hessen
,90C,Plesse & Gleichen,Plesse,Hessen
,90D,Kassel,Hesse,Hessen
,90E,Rotenburg,Hesse,Hessen
,90F,Wildungen,Waldeck-Wildungen,Hessen
,910,Eder,Hesse,Hessen
,911,,Hesse,Hessen
,912,,Hesse,Hessen
,913,Marburg,Hesse,Hessen
,914,Amöneburg,Mainz,Hessen
,915,Laubach,Solms-Braunfels,Hessen
,916,Alsfeld,Hesse,Hessen
,917,Ziegenhain,Hesse,Hessen
,918,Hersfeld,Hersfeld,Hessen
,919,,Hesse,Hessen
,91A,,Isenburg (C),Upper Rhineland
,91B,Fulda,Fulda,Hessen
,91C,Vacha,Fulda,Hessen
,91D,Rotenburg,Hesse,Hessen
,91E,Witzenhausen,Hesse,Hessen
,91F,Duderstadt,Mainz,Hessen
,920,Heilingstadt,Mainz,Hessen
